xf0,xf1,center,expected_center,fwhm
0,3,187.0322594890986,188.16279125,0.43042801646487105
0,4,180.084228515625,189.72321432,0.21559021408364404
0,5,187.0152900963716,191.32509162,0.44295829174171125
0,7,187.02922758776202,194.65843399,0.32075811279691546
1,2,187.11182780041568,186.64257634,1.611912543028502
1,4,190.16257525325886,189.72321432,1.6826995625236179
1,6,193.3505043969872,192.96971692,1.6291435086143364
1,11,196.70236702211056,201.73083689,0.5419335970668419
1,13,206.20611087605175,205.63818422,1.9673222624019826
1,15,210.2652363285481,209.76550744,1.965327122660043
1,20,221.77469592845705,220.94641077,2.2856603493148886
1,21,214.4793187929642,223.41674823,0.40061171607516216
1,23,229.16853017421667,228.57567218,2.9793023031952455
1,40,265.84383219752385,264.53889634,2.784260895296535
1,43,273.3664085262971,272.28637807,2.4710228087617057
1,46,281.53079736125204,280.56523012,2.558051265345561
2,0,184.6782415210843,183.71801232,2.8490256940354595
2,1,185.19107751371413,185.16136904,3.515713629879285
2,2,187.0401008558003,186.64257634,1.9903230719642917
2,4,190.1584462374642,189.72321432,1.673372795188203
2,5,191.71801306859723,191.32509162,1.652630753279926
2,12,204.26090895355483,203.6579049,1.9169289047431666
2,14,208.31991408787326,207.67343911,1.9713258840394112
2,15,210.34304425435172,209.76550744,1.9513446116623843
2,16,212.68011786917324,211.73616035,2.4652689594672146
2,17,214.76217366224006,213.94258352,2.114247937603265
2,18,217.0942649402381,216.21163982,2.1503885013011734
2,19,219.80344849243667,218.54549518,2.0564808402185046
2,20,221.71414166344653,220.94641077,2.250815890849548
2,22,226.89392093296604,225.95897538,2.0257947399037946
2,23,229.32638529690988,228.57567218,2.301546582439468
2,38,261.12084166224844,259.64679464,2.8728282791756716
2,42,270.88459724360274,269.6471616,2.394219162929826
3,1,185.54109028924245,185.16136904,1.6482055455000932
3,2,187.08960917663074,186.64257634,1.8557163700378847
3,3,188.6255928276453,188.16279125,1.8989891310682656
3,4,190.10541421368302,189.72321432,1.6349302997806936
3,5,191.69102927645645,191.32509162,1.6013493745091658
3,6,193.31317352892438,192.96971692,1.7073695142240326
3,7,194.81299790541811,194.65843399,1.5629588606666542
3,8,196.82007830877993,196.25228765,1.773410038661054
3,9,198.58418520903206,198.0296243,1.8353882106272803
3,12,204.14401413195964,203.6579049,1.9158195815765102
3,13,206.18568570396152,205.63818422,2.0469756953209286
3,14,208.2125412057761,207.67343911,1.8695511907080848
3,15,210.23724310583324,209.76550744,1.9169495566308052
3,17,214.7748798740065,213.94258352,2.036287719822143
3,18,216.96048830656315,216.21163982,2.1345366055471584
3,19,219.12963688217008,218.54549518,2.112940995366564
3,20,221.68448102620934,220.94641077,2.2438660213390644
3,21,224.0690638409955,223.41674823,2.4600340183906484
3,22,226.58272403496818,225.95897538,2.3569091242455364
3,23,229.06430198246542,228.57567218,2.350126171428971
3,36,255.95882774029823,254.95881035,2.0495481074843944
3,43,273.1513426978365,272.28637807,2.1498820084060677
3,44,275.84614001642933,274.9845898,1.6630625922543418
3,45,278.8401372546098,277.74358649,2.3918930950760555
4,0,184.24944737013752,183.71801232,1.7140103411449954
4,1,185.60914405132993,185.16136904,1.5650401543096515
4,2,187.00080700962704,186.64257634,2.0535243439311874
4,3,188.6239815912528,188.16279125,1.51210557679964
4,6,193.31995138073214,192.96971692,1.7187638969361285
4,7,194.9234301122647,194.65843399,1.6206032260451715
4,12,204.2771815894277,203.6579049,1.8911274927684292
4,14,208.17428518709488,207.67343911,2.176893049569286
4,17,214.73018097341816,213.94258352,2.0288042672024806
4,18,216.89524702707132,216.21163982,2.016645079038255
4,19,219.10731990429045,218.54549518,1.8990981800126399
4,21,224.0356422671311,223.41674823,2.4386916783317387
4,23,228.99171562272002,228.57567218,2.605887008041064
4,26,235.15548164014342,234.35463586,1.8247230076718377
4,27,237.0114985382047,236.24861235,1.8903816118938532
4,36,255.9793627716688,254.95881035,2.299864814605761
4,37,258.04295732035024,257.27800588,2.8875850008075914
4,38,260.4886457753896,259.64679464,2.4219282659867227
5,4,189.57568127098793,189.72321432,1.6329988013479775
5,5,191.11588858977228,191.32509162,1.655013737426455
5,6,192.71261053414383,192.96971692,1.6091225040649584
5,7,194.31695975503297,194.65843399,1.6712819970737565
5,13,205.45651429126346,205.63818422,1.9345180378436335
5,14,207.75119683022652,207.67343911,1.6942167346964074
5,15,209.59252014107463,209.76550744,2.066462340873036
5,16,211.81749406836437,211.73616035,2.0429142621019123
5,26,234.69642590270533,234.35463586,1.652112144180219
5,27,236.53595043295442,236.24861235,2.036935896931207
5,28,238.4528607078961,238.18052371,2.0192006927831465
5,29,240.2822325438188,240.15136978,2.856874070512518
5,52,299.38465291571515,298.67406315,2.4095704517217267
5,54,305.5402104094308,305.38080342,2.868325714322529
6,4,189.66572594604804,189.72321432,1.6117838755158953
6,6,192.88423284154828,192.96971692,1.768118693717309
6,7,194.33823022247668,194.65843399,1.4579234023833925
6,27,242.97514459519633,236.24861235,0.3900890768253904
6,28,228.55512970106872,238.18052371,0.5890287769997979
6,55,309.3696289892369,308.85753398,3.689918007788905
7,53,293.9550781317321,301.98721366,0.37753174751347834
8,4,180.084228515625,189.72321432,0.21559021408364404
8,45,270.0874075474857,277.74358649,0.42241985353834305
9,1,187.01309043517327,185.16136904,0.3009305078526319
9,2,187.02709401792868,186.64257634,0.30545549144435996
9,3,187.00648637232737,188.16279125,0.38280595416229857
9,6,187.0850702693201,192.96971692,0.4814384865382697
9,12,204.85722942723692,203.6579049,0.3882487993708224
9,13,205.51553982202063,205.63818422,0.8152281688879208
9,14,208.05121545467674,207.67343911,1.6379426544577218
9,44,270.1073241142148,274.9845898,0.36970134418096284
9,58,316.59280818128246,319.81545004,0.3397032062224574
10,0,184.56265190793386,183.71801232,1.1873949381277256
10,1,185.16200989822366,185.16136904,1.0301209789325354
10,6,187.0209024588909,192.96971692,0.3458095098511383
10,12,204.15448230930386,203.6579049,1.6291078930616116
10,13,206.03674363731758,205.63818422,1.8934230610509468
10,18,219.8891145248527,216.21163982,0.38805937188173384
10,44,270.10076090478765,274.9845898,0.3838534162124118
10,45,270.1051825007689,277.74358649,0.45328644542884683
10,53,302.9017793324673,301.98721366,3.220063993555661
11,7,187.02590241886313,194.65843399,0.3249001574795302
11,13,206.66036258607,205.63818422,1.0803193342310464
11,14,208.0275722075805,207.67343911,2.3820320211007506
11,15,210.11414303503923,209.76550744,2.330466600625066
11,44,270.1161566748473,274.9845898,0.4428540080821627
11,45,270.14919538189656,277.74358649,0.7245534630893796
11,50,294.35526280000863,292.27884272,2.6827971628527703
12,4,187.0316936932162,189.72321432,0.38247517130164466
12,5,187.0141793173788,191.32509162,0.348261775890439
12,6,186.9480778117153,192.96971692,0.43482628137334844
12,44,270.092773409647,274.9845898,0.5440048874279431
12,45,270.10302158602923,277.74358649,0.47422447359318426
12,54,305.7138931887502,305.38080342,2.761078583907534
13,4,187.0358860151024,189.72321432,0.3544628968380529
13,44,270.136619841213,274.9845898,0.4942190388523413
14,44,270.10016110942917,274.9845898,0.43033279153319715
15,3,180.084228515625,188.16279125,0.21559021408364404
